Question Spanish,Paragraph Spanish
¿Cómo se elige a los delegados de personal y a los miembros del comité de empresa?,"1. Los delegados de personal y los miembros del comité de empresa se elegirán por todos los trabajadores mediante sufragio personal, directo, libre y secreto, que podrá emitirse por correo en la forma que establezcan las disposiciones de desarrollo de esta ley.

2. Serán electores todos los trabajadores de la empresa o centro de trabajo mayores de dieciséis años y con una antigüedad en la empresa de, al menos, un mes, y elegibles los trabajadores que tengan dieciocho años cumplidos y una antigüedad en la empresa de, al menos, seis meses, salvo en aquellas actividades en que, por movilidad de personal, se pacte en convenio colectivo un plazo inferior, con el límite mínimo de tres meses de antigüedad.

Los trabajadores extranjeros podrán ser electores y elegibles cuando reúnan las condiciones a que se refiere el párrafo anterior

3. Se podrán presentar candidatos para las elecciones de delegados de personal y miembros del comité de empresa por los sindicatos de trabajadores legalmente constituidos o por las coaliciones formadas por dos o más de ellos, que deberán tener una denominación concreta atribuyéndose sus resultados a la coalición. Igualmente podrán presentarse los trabajadores que avalen su candidatura con un número de firmas de electores de su mismo centro y colegio, en su caso, equivalente al menos a tres veces el número de puestos a cubrir.
"
¿Cómo se vota a los delegados de personal?,"En la elección para delegados de personal, cada elector podrá dar su voto a un número máximo de aspirantes equivalente al de puestos a cubrir entre los candidatos proclamados. Resultarán elegidos los que obtengan el mayor número de votos. En caso de empate, resultará elegido el trabajador de mayor antigüedad en la empresa.
"
¿Cómo se vota el comité de empresa?,"1. En las empresas de más de cincuenta trabajadores, el censo de electores y elegibles se distribuirá en dos colegios, uno integrado por los técnicos y administrativos y otro por los trabajadores especialistas y no cualificados.

Por convenio colectivo, y en función de la composición profesional del sector de actividad productiva o de la empresa, podrá establecerse un nuevo colegio que se adapte a dicha composición. En tal caso, las normas electorales de este título se adaptarán a dicho número de colegios. Los puestos del comité serán repartidos proporcionalmente en cada empresa según el número de trabajadores que formen los colegios electorales mencionados. Si en la división resultaren cocientes con fracciones, se adjudicará la unidad fraccionaria al grupo al que correspondería la fracción más alta; si fueran iguales, la adjudicación será por sorteo.

2. En las elecciones a miembros del comité de empresa la elección se ajustará a las siguientes reglas:

a) Cada elector podrá dar su voto a una sola de las listas presentadas para los del comité que corresponda a su colegio. Estas listas deberán contener, como mínimo, tantos nombres como puestos a cubrir. No obstante, la renuncia de cualquier candidato presentado en algunas de las listas para las elecciones antes de la fecha de la votación no implicará la suspensión del proceso electoral ni la anulación de dicha candidatura aun cuando sea incompleta, siempre y cuando la lista afectada permanezca con un número de candidatos, al menos, del sesenta por ciento de los puestos a cubrir. En cada lista deberán figurar las siglas del sindicato o grupo de trabajadores que la presenten.

b) No tendrán derecho a la atribución de representantes en el comité de empresa aquellas listas que no hayan obtenido como mínimo el cinco por ciento de los votos por cada colegio.

Mediante el sistema de representación proporcional se atribuirá a cada lista el número de puestos que le corresponda, de conformidad con el cociente que resulte de dividir el número de votos válidos por el de puestos a cubrir. Si hubiese puesto o puestos sobrantes se atribuirán a la lista o listas que tengan un mayor resto de votos.

c) Dentro de cada lista resultarán elegidos los candidatos por el orden en que figuren en la candidatura.

3. La inobservancia de cualquiera de las reglas anteriores determinará la anulabilidad de la elección del candidato o candidatos afectados.
"
¿Cómo están representados los prestadores de servicios en trabajos fijos-discontinuos y los trabajadores no fijos?,"1. Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada estarán representados por los órganos que se establecen en este título conjuntamente con los trabajadores fijos de plantilla.

2. Por tanto, a efectos de determinar el número de representantes, se estará a lo siguiente:

a) Quienes presten servicios en trabajos fijos-discontinuos y los trabajadores vinculados por contrato de duración determinada superior a un año se computarán como trabajadores fijos de plantilla.

b) Los contratados por término de hasta un año se computarán según el número de días trabajados en el periodo de un año anterior a la convocatoria de la elección. Cada doscientos días trabajados o fracción se computará como un trabajador más.
"
¿Cómo se forma la mesa electoral?,"1. En la empresa o centro de trabajo se constituirá una mesa por cada colegio de doscientos cincuenta trabajadores electores o fracción.

2. La mesa será la encargada de vigilar todo el proceso electoral, presidir la votación, realizar el escrutinio, levantar el acta correspondiente y resolver cualquier reclamación que se presente.

3. La mesa estará formada por el presidente, que será el trabajador de más antigüedad en la empresa, y dos vocales, que serán los electores de mayor y menor edad. Este último actuará de secretario. Se designarán suplentes a aquellos trabajadores que sigan a los titulares de la mesa en el orden indicado de antigüedad o edad.

4. Ninguno de los componentes de la mesa podrá ser candidato y, de serlo, le sustituirá en ella su suplente.

5. Cada candidato o candidatura, en su caso, podrá nombrar un interventor por mesa. Asimismo, el empresario podrá designar un representante suyo que asista a la votación y al escrutinio.
"
¿Cuáles son las funciones de la mesa electoral?,"1. Comunicado a la empresa el propósito de celebrar elecciones, esta, en el término de siete días, dará traslado de la comunicación a los trabajadores que deban constituir la mesa, así como a los representantes de los trabajadores, poniéndolo simultáneamente en conocimiento de los promotores.

La mesa electoral se constituirá formalmente, mediante acta otorgada al efecto, en la fecha fijada por los promotores en su comunicación del propósito de celebrar elecciones, que será la fecha de iniciación del proceso electoral.

2. Cuando se trate de elecciones a delegados de personal, el empresario, en el mismo término, remitirá a los componentes de la mesa electoral el censo laboral, que se ajustará, a estos efectos, a modelo normalizado.

La mesa electoral cumplirá las siguientes funciones:

a) Hará público entre los trabajadores el censo laboral con indicación de quiénes son electores.

b) Fijará el número de representantes y la fecha tope para la presentación de candidaturas.

c) Recibirá y proclamará las candidaturas que se presenten.

d) Señalará la fecha de votación.

e) Redactará el acta de escrutinio en un plazo no superior a tres días naturales.

Los plazos para cada uno de los actos serán señalados por la mesa con criterios de razonabilidad y según lo aconsejen las circunstancias, pero, en todo caso, entre su constitución y la fecha de las elecciones no mediarán más de diez días.

En el caso de elecciones en centros de trabajo de hasta treinta trabajadores en los que se elige un solo delegado de personal, desde la constitución de la mesa hasta los actos de votación y proclamación de candidatos electos habrán de transcurrir veinticuatro horas, debiendo en todo caso la mesa hacer pública con la suficiente antelación la hora de celebración de la votación. Si se hubiera presentado alguna reclamación se hará constar en el acta, así como la resolución que haya tomado la mesa.

3. Cuando se trate de elecciones a miembros del comité de empresa, constituida la mesa electoral solicitará al empresario el censo laboral y confeccionará, con los medios que le habrá de facilitar este, la lista de electores. Esta se hará pública en los tablones de anuncios mediante su exposición durante un tiempo no inferior a setenta y dos horas.

La mesa resolverá cualquier incidencia o reclamación relativa a inclusiones, exclusiones o correcciones que se presenten hasta veinticuatro horas después de haber finalizado el plazo de exposición de la lista. Publicará la lista definitiva dentro de las veinticuatro horas siguientes. A continuación, la mesa, o el conjunto de ellas, determinará el número de miembros del comité que hayan de ser elegidos en aplicación de lo dispuesto en el artículo 66.

Las candidaturas se presentarán durante los nueve días siguientes a la publicación de la lista definitiva de electores. La proclamación se hará en los dos días laborables después de concluido dicho plazo, publicándose en los tablones referidos. Contra el acuerdo de proclamación se podrá reclamar dentro del día laborable siguiente, resolviendo la mesa en el posterior día hábil.

Entre la proclamación de candidatos y la votación mediarán al menos cinco días.
"
¿Cómo se efectúa el acto de la votación de los delegados y comités de empresa?,"1. El acto de la votación se efectuará en el centro o lugar de trabajo y durante la jornada laboral, teniéndose en cuenta las normas que regulen el voto por correo.

El empresario facilitará los medios precisos para el normal desarrollo de la votación y de todo el proceso electoral.

2. El voto será libre, secreto, personal y directo, depositándose las papeletas, que en tamaño, color, impresión y calidad del papel serán de iguales características, en urnas cerradas.

3. Inmediatamente después de celebrada la votación, la mesa electoral procederá públicamente al recuento de votos mediante la lectura por el presidente, en voz alta, de las papeletas.

4. Del resultado del escrutinio se levantará acta según modelo normalizado en la que se incluirán las incidencias y protestas habidas en su caso. Una vez redactada el acta será firmada por los componentes de la mesa, los interventores y el representante del empresario, si lo hubiere. Acto seguido, las mesas electorales de una misma empresa o centro, en reunión conjunta, extenderán el acta del resultado global de la votación.

5. El presidente de la mesa remitirá copias del acta de escrutinio al empresario y a los interventores de las candidaturas, así como a los representantes electos.

El resultado de la votación se publicará en los tablones de anuncios.

6. El original del acta, junto con las papeletas de votos nulos o impugnados por los interventores y el acta de constitución de la mesa, serán presentadas en el plazo de tres días a la oficina pública dependiente de la autoridad laboral por el presidente de la mesa, quien podrá delegar por escrito en algún miembro de la mesa. La oficina pública dependiente de la autoridad laboral procederá en el inmediato día hábil a la publicación en los tablones de anuncios de una copia del acta, entregando copia a los sindicatos que así se lo soliciten y dará traslado a la empresa de la presentación en dicha oficina pública del acta correspondiente al proceso electoral que ha tenido lugar en aquella, con indicación de la fecha en que finaliza el plazo para impugnarla y mantendrá el depósito de las papeletas hasta cumplirse los plazos de impugnación. La oficina pública dependiente de la autoridad laboral, transcurridos los diez días hábiles desde la publicación, procederá o no al registro de las actas electorales.

7. Corresponde a la oficina pública dependiente de la autoridad laboral el registro de las actas, así como la expedición de copias auténticas de las mismas y, a requerimiento del sindicato interesado, de las certificaciones acreditativas de su capacidad representativa a los efectos de los artículos 6 y 7 de la Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical. Dichas certificaciones consignarán si el sindicato tiene o no la condición de más representativo o representativo, salvo que el ejercicio de las funciones o facultades correspondientes requiera la precisión de la concreta representatividad ostentada. Asimismo, y a los efectos que procedan, la oficina pública dependiente de la autoridad laboral podrá extender certificaciones de los resultados electorales a las organizaciones sindicales que las soliciten.
"
¿Cuál es el procedimiento de las impugnaciones en materia electoral?,"Las impugnaciones en materia electoral se tramitarán conforme al procedimiento arbitral regulado en este artículo, con excepción de las denegaciones de inscripción, cuyas reclamaciones podrán plantearse directamente ante la jurisdicción social."
¿Cuál es el régimen de las asambleas de trabajadores?,"1. De conformidad con lo dispuesto en el artículo 4, los trabajadores de una misma empresa o centro de trabajo tienen derecho a reunirse en asamblea.

La asamblea podrá ser convocada por los delegados de personal, el comité de empresa o centro de trabajo, o por un número de trabajadores no inferior al treinta y tres por ciento de la plantilla. La asamblea será presidida, en todo caso, por el comité de empresa o por los delegados de personal mancomunadamente, que serán responsables del normal desarrollo de la misma, así como de la presencia en la asamblea de personas no pertenecientes a la empresa. Solo podrá tratarse en ella de asuntos que figuren previamente incluidos en el orden del día. La presidencia comunicará al empresario la convocatoria y los nombres de las personas no pertenecientes a la empresa que vayan a asistir a la asamblea y acordará con este las medidas oportunas para evitar perjuicios en la actividad normal de la empresa.

2. Cuando por trabajarse en turnos, por insuficiencia de los locales o por cualquier otra circunstancia, no pueda reunirse simultáneamente toda la plantilla sin perjuicio o alteración en el normal desarrollo de la producción, las diversas reuniones parciales que hayan de celebrarse se considerarán como una sola y fechadas en el día de la primera.
"
¿Dónde podrán reunirse las asambleas de trabajadores?,"1. El lugar de reunión será el centro de trabajo, si las condiciones del mismo lo permiten, y la misma tendrá lugar fuera de las horas de trabajo, salvo acuerdo con el empresario.

2. El empresario deberá facilitar el centro de trabajo para la celebración de la asamblea, salvo en los siguientes casos:

a) Si no se cumplen las disposiciones de esta ley.

b) Si hubiesen transcurrido menos de dos meses desde la última reunión celebrada.

c) Si aún no se hubiese resarcido o afianzado el resarcimiento por los daños producidos en alteraciones ocurridas en alguna reunión anterior.

d) Cierre legal de la empresa.

Las reuniones informativas sobre convenios colectivos que les sean de aplicación no estarán afectadas por lo establecido en la letra b).
"
¿Qué se debe realizar con la convocatoria de la reunión?,"La convocatoria, con expresión del orden del día propuesto por los convocantes, se comunicará al empresario con cuarenta y ocho horas de antelación, como mínimo, debiendo este acusar recibo.
"
¿Cómo se regula el sistema de votación de una asamblea?,"Cuando se someta a la asamblea por parte de los convocantes la adopción de acuerdos que afecten al conjunto de los trabajadores, se requerirá para la validez de aquellos el voto favorable personal, libre, directo y secreto, incluido el voto por correo, de la mitad más uno de los trabajadores de la empresa o centro de trabajo.
"
¿Qué es un convenio colectivo?,"1. Los convenios colectivos, como resultado de la negociación desarrollada por los representantes de los trabajadores y de los empresarios, constituyen la expresión del acuerdo libremente adoptado por ellos en virtud de su autonomía colectiva.

2. Mediante los convenios colectivos, y en su ámbito correspondiente, los trabajadores y empresarios regulan las condiciones de trabajo y de productividad. Igualmente podrán regular la paz laboral a través de las obligaciones que se pacten.

3. Los convenios colectivos regulados por esta ley obligan a todos los empresarios y trabajadores incluidos dentro de su ámbito de aplicación y durante todo el tiempo de su vigencia.

Sin perjuicio de lo anterior, cuando concurran causas económicas, técnicas, organizativas o de producción, por acuerdo entre la empresa y los representantes de los trabajadores legitimados para negociar un convenio colectivo conforme a lo previsto en el artículo 87.1, se podrá proceder, previo desarrollo de un periodo de consultas en los términos del artículo 41.4, a inaplicar en la empresa las condiciones de trabajo previstas en el convenio colectivo aplicable, sea este de sector o de empresa, que afecten a las siguientes materias:

a) Jornada de trabajo.

b) Horario y distribución del tiempo de trabajo.

c) Régimen de trabajo a turnos.

d) Sistema de remuneración y cuantía salarial.

e) Sistema de trabajo y rendimiento.

f) Funciones, cuando excedan de los límites que para la movilidad funcional prevé el artículo 39.

g) Mejoras voluntarias de la acción protectora de la Seguridad Social.
"
¿Cómo se negocian los convenios colectivos?,"1. Los convenios colectivos tendrán el ámbito de aplicación que las partes acuerden.

2. Las organizaciones sindicales y asociaciones empresariales más representativas, de carácter estatal o de comunidad autónoma, podrán establecer, mediante acuerdos interprofesionales, cláusulas sobre la estructura de la negociación colectiva, fijando, en su caso, las reglas que han de resolver los conflictos de concurrencia entre convenios de distinto ámbito.

Estas cláusulas podrán igualmente pactarse en convenios o acuerdos colectivos sectoriales, de ámbito estatal o autonómico, por aquellos sindicatos y asociaciones empresariales que cuenten con la legitimación necesaria, de conformidad con lo establecido en esta ley.

3. Dichas organizaciones de trabajadores y empresarios podrán igualmente elaborar acuerdos sobre materias concretas. Estos acuerdos, así como los acuerdos interprofesionales a que se refiere el apartado 2, tendrán el tratamiento de esta ley para los convenios colectivos.
"
¿Qué sucede ante la concurrencia de varios convenios colectivos?,"1. Un convenio colectivo, durante su vigencia, no podrá ser afectado por lo dispuesto en convenios de ámbito distinto salvo pacto en contrario, negociado conforme a lo dispuesto en el artículo 83.2, y salvo lo previsto en el apartado siguiente.

2. La regulación de las condiciones establecidas en un convenio de empresa, que podrá negociarse en cualquier momento de la vigencia de convenios colectivos de ámbito superior, tendrá prioridad aplicativa respecto del convenio sectorial estatal, autonómico o de ámbito inferior en las siguientes materias:

a) La cuantía del salario base y de los complementos salariales, incluidos los vinculados a la situación y resultados de la empresa.

b) El abono o la compensación de las horas extraordinarias y la retribución específica del trabajo a turnos.

c) El horario y la distribución del tiempo de trabajo, el régimen de trabajo a turnos y la planificación anual de las vacaciones.

d) La adaptación al ámbito de la empresa del sistema de clasificación profesional de los trabajadores.

e) La adaptación de los aspectos de las modalidades de contratación que se atribuyen por esta ley a los convenios de empresa.

f) Las medidas para favorecer la conciliación entre la vida laboral, familiar y personal.

g) Aquellas otras que dispongan los acuerdos y convenios colectivos a que se refiere el artículo 83.2.

Igual prioridad aplicativa tendrán en estas materias los convenios colectivos para un grupo de empresas o una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas a que se refiere el artículo 87.1.

Los acuerdos y convenios colectivos a que se refiere el artículo 83.2 no podrán disponer de la prioridad aplicativa prevista en este apartado.
"
¿Cuál es la vigencia de un convenio colectivo?,"1. Corresponde a las partes negociadoras establecer la duración de los convenios, pudiendo eventualmente pactarse distintos periodos de vigencia para cada materia o grupo homogéneo de materias dentro del mismo convenio.

Durante la vigencia del convenio colectivo, los sujetos que reúnan los requisitos de legitimación previstos en los artículos 87 y 88 podrán negociar su revisión.

2. Salvo pacto en contrario, los convenios colectivos se prorrogarán de año en año si no mediara denuncia expresa de las partes.

3. La vigencia de un convenio colectivo, una vez denunciado y concluida la duración pactada, se producirá en los términos que se hubiesen establecido en el propio convenio.

Durante las negociaciones para la renovación de un convenio colectivo, en defecto de pacto, se mantendrá su vigencia, si bien las cláusulas convencionales por las que se hubiera renunciado a la huelga durante la vigencia de un convenio decaerán a partir de su denuncia. Las partes podrán adoptar acuerdos parciales para la modificación de alguno o algunos de sus contenidos prorrogados con el fin de adaptarlos a las condiciones en las que, tras la terminación de la vigencia pactada, se desarrolle la actividad en el sector o en la empresa. Estos acuerdos tendrán la vigencia que las partes determinen.

Mediante los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, se deberán establecer procedimientos de aplicación general y directa para solventar de manera efectiva las discrepancias existentes tras el transcurso del procedimiento de negociación sin alcanzarse un acuerdo, incluido el compromiso previo de someter las discrepancias a un arbitraje, en cuyo caso el laudo arbitral tendrá la misma eficacia jurídica que los convenios colectivos y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91. Dichos acuerdos interprofesionales deberán especificar los criterios y procedimientos de desarrollo del arbitraje, expresando en particular para el caso de imposibilidad de acuerdo en el seno de la comisión negociadora el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral por las partes; en defecto de pacto específico sobre el carácter obligatorio o voluntario del sometimiento al procedimiento arbitral, se entenderá que el arbitraje tiene carácter obligatorio.

Transcurrido un año desde la denuncia del convenio colectivo sin que se haya acordado un nuevo convenio o dictado un laudo arbitral, aquel perderá, salvo pacto en contrario, vigencia y se aplicará, si lo hubiere, el convenio colectivo de ámbito superior que fuera de aplicación.

4. El convenio que sucede a uno anterior deroga en su integridad a este último, salvo los aspectos que expresamente se mantengan.
"
¿Quién está legitimado para negociar un convenio colectivo?,"1. En representación de los trabajadores estarán legitimados para negociar en los convenios de empresa y de ámbito inferior, el comité de empresa, los delegados de personal, en su caso, o las secciones sindicales si las hubiere que, en su conjunto, sumen la mayoría de los miembros del comité.

La intervención en la negociación corresponderá a las secciones sindicales cuando estas así lo acuerden, siempre que sumen la mayoría de los miembros del comité de empresa o entre los delegados de personal.

Cuando se trate de convenios para un grupo de empresas, así como en los convenios que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la legitimación para negociar en representación de los trabajadores será la que se establece en el apartado 2 para la negociación de los convenios sectoriales.

En los convenios dirigidos a un grupo de trabajadores con perfil profesional específico, estarán legitimadas para negociar las secciones sindicales que hayan sido designadas mayoritariamente por sus representados a través de votación personal, libre, directa y secreta.

2. En los convenios sectoriales estarán legitimados para negociar en representación de los trabajadores:

a) Los sindicatos que tengan la consideración de más representativos a nivel estatal, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

b) Los sindicatos que tengan la consideración de más representativos a nivel de comunidad autónoma respecto de los convenios que no trasciendan de dicho ámbito territorial, así como, en sus respectivos ámbitos, las organizaciones sindicales afiliadas, federadas o confederadas a los mismos.

c) Los sindicatos que cuenten con un mínimo del diez por ciento de los miembros de los comités de empresa o delegados de personal en el ámbito geográfico y funcional al que se refiera el convenio.

3. En representación de los empresarios estarán legitimados para negociar:

a) En los convenios de empresa o ámbito inferior, el propio empresario.

b) En los convenios de grupo de empresas y en los que afecten a una pluralidad de empresas vinculadas por razones organizativas o productivas y nominativamente identificadas en su ámbito de aplicación, la representación de dichas empresas.

c) En los convenios colectivos sectoriales, las asociaciones empresariales que en el ámbito geográfico y funcional del convenio cuenten con el diez por ciento de los empresarios, en el sentido del artículo 1.2, y siempre que estas den ocupación a igual porcentaje de los trabajadores afectados, así como aquellas asociaciones empresariales que en dicho ámbito den ocupación al quince por ciento de los trabajadores afectados.

En aquellos sectores en los que no existan asociaciones empresariales que cuenten con la suficiente representatividad, según lo previsto en el párrafo anterior, estarán legitimadas para negociar los correspondientes convenios colectivos de sector las asociaciones empresariales de ámbito estatal que cuenten con el diez por ciento o más de las empresas o trabajadores en el ámbito estatal, así como las asociaciones empresariales de comunidad autónoma que cuenten en esta con un mínimo del quince por ciento de las empresas o trabajadores.

4. Asimismo estarán legitimados en los convenios de ámbito estatal los sindicatos de comunidad autónoma que tengan la consideración de más representativos conforme a lo previsto en el artículo 7.1 de la Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical, y las asociaciones empresariales de la comunidad autónoma que reúnan los requisitos señalados en la disposición adicional sexta de la presente ley.

5. Todo sindicato, federación o confederación sindical, y toda asociación empresarial que reúna el requisito de legitimación, tendrá derecho a formar parte de la comisión negociadora.
"
¿Qué es la comisión negociadora respecto a los convenios colectivos?,"1. El reparto de miembros con voz y voto en el seno de la comisión negociadora se efectuará con respeto al derecho de todos los legitimados según el artículo anterior y en proporción a su representatividad.

2. La comisión negociadora quedará válidamente constituida cuando los sindicatos, federaciones o confederaciones y las asociaciones empresariales a que se refiere el artículo anterior representen como mínimo, respectivamente, a la mayoría absoluta de los miembros de los comités de empresa y delegados de personal, en su caso, y a empresarios que ocupen a la mayoría de los trabajadores afectados por el convenio.

En aquellos sectores en los que no existan órganos de representación de los trabajadores, se entenderá válidamente constituida la comisión negociadora cuando la misma esté integrada por las organizaciones sindicales que ostenten la condición de más representativas en el ámbito estatal o de comunidad autónoma.

En aquellos sectores en los que no existan asociaciones empresariales que cuenten con la suficiente representatividad, se entenderá válidamente constituida la comisión negociadora cuando la misma esté integrada por las organizaciones empresariales estatales o autonómicas referidas en el párrafo segundo del artículo 87.3.c).

En los supuestos a que se refieren los dos párrafos anteriores, el reparto de los miembros de la comisión negociadora se efectuará en proporción a la representatividad que ostenten las organizaciones sindicales o empresariales en el ámbito territorial de la negociación.

3. La designación de los componentes de la comisión corresponderá a las partes negociadoras, quienes de mutuo acuerdo podrán designar un presidente y contar con la asistencia en las deliberaciones de asesores, que intervendrán, igual que el presidente, con voz pero sin voto.

4. En los convenios sectoriales el número de miembros en representación de cada parte no excederá de quince. En el resto de los convenios no se superará el número de trece.

5. Si la comisión negociadora optara por la no elección de un presidente, las partes deberán consignar en el acta de la sesión constitutiva de la comisión los procedimientos a emplear para moderar las sesiones y deberá firmar las actas que correspondan a las mismas un representante de cada una de ellas, junto con el secretario.
"
¿Cómo se tramita el convenio colectivo?,"1. La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación. En el supuesto de que la promoción sea el resultado de la denuncia de un convenio colectivo vigente, la comunicación deberá efectuarse simultáneamente con el acto de la denuncia. De esta comunicación se enviará copia, a efectos de registro, a la autoridad laboral correspondiente en función del ámbito territorial del convenio.

La parte receptora de la comunicación solo podrá negarse a la iniciación de las negociaciones por causa legal o convencionalmente establecida, o cuando no se trate de revisar un convenio ya vencido, sin perjuicio de lo establecido en los artículos 83 y 84; en cualquier caso se deberá contestar por escrito y motivadamente.

Ambas partes estarán obligadas a negociar bajo el principio de la buena fe.

En los supuestos de que se produjera violencia, tanto sobre las personas como sobre los bienes y ambas partes comprobaran su existencia, quedará suspendida de inmediato la negociación en curso hasta la desaparición de aquella.

2. En el plazo máximo de un mes a partir de la recepción de la comunicación, se procederá a constituir la comisión negociadora; la parte receptora de la comunicación deberá responder a la propuesta de negociación y ambas partes establecerán un calendario o plan de negociación.

3. Los acuerdos de la comisión requerirán, en cualquier caso, el voto favorable de la mayoría de cada una de las dos representaciones.

4. En cualquier momento de las deliberaciones, las partes podrán acordar la intervención de un mediador designado por ellas.
"
¿Qué requiere un convenio colectivo para que sea válido?,"1. Los convenios colectivos a que se refiere esta ley han de formalizarse por escrito, bajo sanción de nulidad.

2. Los convenios deberán ser presentados ante la autoridad laboral competente, a los solos efectos de registro, dentro del plazo de quince días a partir del momento en que las partes negociadoras lo firmen. Una vez registrado, el convenio será remitido al órgano público competente para su depósito.

3. En el plazo máximo de veinte días desde la presentación del convenio en el registro se dispondrá por la autoridad laboral su publicación obligatoria y gratuita en el «Boletín Oficial del Estado» o en el correspondiente boletín oficial de la comunidad autónoma o de la provincia, en función del ámbito territorial del convenio.

4. El convenio entrará en vigor en la fecha en que acuerden las partes.

5. Si la autoridad laboral estimase que algún convenio conculca la legalidad vigente o lesiona gravemente el interés de terceros, se dirigirá de oficio a la jurisdicción social, la cual resolverá sobre las posibles deficiencias previa audiencia de las partes, conforme a lo establecido en la Ley 36/2011, de 10 de octubre, Reguladora de la Jurisdicción Social.

6. Sin perjuicio de lo establecido en el apartado anterior, la autoridad laboral velará por el respeto 
"
¿Cómo se aplica e interpreta un convenio colectivo?,"1. Sin perjuicio de las competencias legalmente atribuidas a la jurisdicción social, el conocimiento y resolución de las cuestiones derivadas de la aplicación e interpretación de los convenios colectivos corresponderá a la comisión paritaria de los mismos.

2. No obstante lo establecido en el apartado anterior, en los convenios colectivos y en los acuerdos a que se refiere el artículo 83.2 y 3, se podrán establecer procedimientos, como la mediación y el arbitraje, para la solución de las controversias colectivas derivadas de la aplicación e interpretación de los convenios colectivos. El acuerdo logrado a través de la mediación y el laudo arbitral tendrán la misma eficacia jurídica y tramitación que los convenios colectivos regulados en esta ley, siempre que quienes hubiesen adoptado el acuerdo o suscrito el compromiso arbitral tuviesen la legitimación que les permita acordar, en el ámbito del conflicto, un convenio colectivo conforme a lo previsto en los artículos 87, 88 y 89.

Estos acuerdos y laudos serán susceptibles de impugnación por los motivos y conforme a los procedimientos previstos para los convenios colectivos. Específicamente cabrá el recurso contra el laudo arbitral en el caso de que no se hubiesen observado en el desarrollo de la actuación arbitral los requisitos y formalidades establecidos al efecto, o cuando el laudo hubiese resuelto sobre puntos no sometidos a su decisión.

3. En los supuestos de conflicto colectivo relativo a la interpretación o aplicación del convenio deberá intervenir la comisión paritaria del mismo con carácter previo al planteamiento formal del conflicto en el ámbito de los procedimientos no judiciales a que se refiere el apartado anterior o ante el órgano judicial competente.

4. Las resoluciones de la comisión paritaria sobre interpretación o aplicación del convenio tendrán la misma eficacia jurídica y tramitación que los convenios colectivos regulados en esta ley.

5. Los procedimientos de solución de conflictos a que se refiere este artículo serán, asimismo, de aplicación en las controversias de carácter individual, cuando las partes expresamente se sometan a ellos.
"
¿Cómo se produce la adhesión y extensión de un convenio colectivo?,"1. En las respectivas unidades de negociación, las partes legitimadas para negociar podrán adherirse, de común acuerdo, a la totalidad de un convenio colectivo en vigor, siempre que no estuvieran afectadas por otro, comunicándolo a la autoridad laboral competente a efectos de registro.

2. El Ministerio de Empleo y Seguridad Social, o el órgano correspondiente de las comunidades autónomas con competencia en la materia, podrán extender, con los efectos previstos en el artículo 82.3, las disposiciones de un convenio colectivo en vigor a una pluralidad de empresas y trabajadores o a un sector o subsector de actividad, por los perjuicios derivados para los mismos de la imposibilidad de suscribir en dicho ámbito un convenio colectivo de los previstos en este título III, debida a la ausencia de partes legitimadas para ello.

La decisión de extensión se adoptará siempre a instancia de parte y mediante la tramitación del procedimiento que reglamentariamente se determine, cuya duración no podrá exceder de tres meses, teniendo la ausencia de resolución expresa en el plazo establecido efectos desestimatorios de la solicitud.

Tendrán capacidad para iniciar el procedimiento de extensión quienes se hallen legitimados para promover la negociación colectiva en el ámbito correspondiente conforme a lo dispuesto en el artículo 87.2 y 3.
"
¿Cómo se regula el trabajo por cuenta propia?,"El trabajo realizado por cuenta propia no estará sometido a la legislación laboral, excepto en aquellos aspectos que por precepto legal se disponga expresamente."
¿En qué consiste la representación institucional de los empresarios?,"A efectos de ostentar representación institucional en defensa de intereses generales de los empresarios ante las Administraciones Públicas y otras entidades u organismos de carácter estatal o de comunidad autónoma que la tengan prevista, se entenderá que gozan de esta capacidad representativa las asociaciones empresariales que cuenten con el diez por ciento o más de las empresas y trabajadores en el ámbito estatal.

Asimismo, podrán también estar representadas las asociaciones empresariales de comunidad autónoma que cuenten en esta con un mínimo del quince por ciento de los empresarios y trabajadores. No estarán comprendidas en este supuesto las asociaciones empresariales que estén integradas en federaciones o confederaciones de ámbito estatal.

Las organizaciones empresariales que tengan la condición de más representativas con arreglo a esta disposición adicional gozarán de capacidad para obtener cesiones temporales del uso de inmuebles patrimoniales públicos en los términos que se establezcan legalmente.
"
