demás trabajadores,"1. Podrá concertarse por escrito un periodo de prueba, con sujeción a los límites de duración que, en su caso, se establezcan en los convenios colectivos. En defecto de pacto en convenio, la duración del periodo de prueba no podrá exceder de seis meses para los técnicos titulados, ni de dos meses para los demás trabajadores. En las empresas de menos de veinticinco trabajadores el periodo de prueba no podrá exceder de tres meses para los trabajadores que no sean técnicos titulados.
",307,325
misma eficacia,"En caso de desacuerdo durante el periodo de consultas cualquiera de las partes podrá someter la discrepancia a la comisión del convenio, que dispondrá de un plazo máximo de siete días para pronunciarse, a contar desde que la discrepancia le fuera planteada. Cuando no se hubiera solicitado la intervención de la comisión o esta no hubiera alcanzado un acuerdo, las partes deberán recurrir a los procedimientos que se hayan establecido en los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, para solventar de manera efectiva las discrepancias surgidas en la negociación de los acuerdos a que se refiere este apartado, incluido el compromiso previo de someter las discrepancias a un arbitraje vinculante, en cuyo caso el laudo arbitral tendrá la misma eficacia que los acuerdos en periodo de consultas y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91.
",785,799
edad ordinaria,"Disposición adicional décima. Cláusulas de los convenios colectivos referidas al cumplimiento de la edad ordinaria de jubilación.
",100,114
ámbito de la empresa,"El empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del periodo de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo.
",250,270
entidad gestora de las prestaciones,"La autoridad laboral dará traslado de la comunicación empresarial a la entidad gestora de las prestaciones por desempleo y recabará informe preceptivo de la Inspección de Trabajo y Seguridad Social sobre los extremos de dicha comunicación y sobre el desarrollo del periodo de consultas. El informe deberá ser evacuado en el improrrogable plazo de quince días desde la notificación a la autoridad laboral de la finalización del periodo de consultas y quedará incorporado al procedimiento.
",71,106
empresa en el procedimiento,"La intervención como interlocutores ante la dirección de la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo 41.4, en el orden y condiciones señalados en el mismo.
",60,87
convenios de empresa,"Los convenios colectivos sectoriales estatales y de ámbito inferior, incluidos los convenios de empresa, podrán identificar aquellos trabajos o tareas con sustantividad propia dentro de la actividad normal de la empresa que puedan cubrirse con contratos de esta naturaleza.
",83,103
Disposiciones generales,"Disposiciones generales
",0,23
apertura del periodo de consultas,"La apertura del periodo de consultas y las posiciones de las partes tras su conclusión deberán ser notificadas a la autoridad laboral para su conocimiento.
",3,36
pacto de horas,"b) Solo se podrá formalizar un pacto de horas complementarias en el caso de contratos a tiempo parcial con una jornada de trabajo no inferior a diez horas semanales en cómputo anual.
",31,45
ámbito estatal o autonómico,"En caso de desacuerdo durante el periodo de consultas cualquiera de las partes podrá someter la discrepancia a la comisión del convenio, que dispondrá de un plazo máximo de siete días para pronunciarse, a contar desde que la discrepancia le fuera planteada. Cuando no se hubiera solicitado la intervención de la comisión o esta no hubiera alcanzado un acuerdo, las partes deberán recurrir a los procedimientos que se hayan establecido en los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, para solventar de manera efectiva las discrepancias surgidas en la negociación de los acuerdos a que se refiere este apartado, incluido el compromiso previo de someter las discrepancias a un arbitraje vinculante, en cuyo caso el laudo arbitral tendrá la misma eficacia que los acuerdos en periodo de consultas y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91.
",473,500
duración de la jornada,"c) Salvo en el supuesto previsto en el párrafo segundo del apartado 6, el contrato de relevo podrá celebrarse a jornada completa o a tiempo parcial. En todo caso, la duración de la jornada deberá ser, como mínimo, igual a la reducción de jornada acordada por el trabajador sustituido. El horario de trabajo del trabajador relevista podrá completar el del trabajador sustituido o simultanearse con él.
",166,188
trabajador a tiempo completo,"1. El contrato de trabajo se entenderá celebrado a tiempo parcial cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable.
",221,249
procedimiento de despido,"2. Los trabajadores fijos-discontinuos serán llamados en el orden y la forma que se determine en los respectivos convenios colectivos, pudiendo el trabajador, en caso de incumplimiento, reclamar en procedimiento de despido ante la jurisdicción social, iniciándose el plazo para ello desde el momento en que tuviese conocimiento de la falta de convocatoria.
",198,222
comunicación empresarial,"La comisión representativa de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de inicio del procedimiento de consultas. A estos efectos, la dirección de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento. El plazo máximo para la constitución de la comisión representativa será de siete días desde la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días.
",98,122
órganos de representación,"De conformidad con lo dispuesto en el artículo 4 y sin perjuicio de otras formas de participación, los trabajadores tienen derecho a participar en la empresa a través de los órganos de representación regulados en este título.
",174,199
comisión paritaria,"Cuando el periodo de consultas finalice con acuerdo se presumirá que concurren las causas justificativas a que alude el párrafo segundo, y solo podrá ser impugnado ante la jurisdicción social por la existencia de fraude, dolo, coacción o abuso de derecho en su conclusión. El acuerdo deberá determinar con exactitud las nuevas condiciones de trabajo aplicables en la empresa y su duración, que no podrá prolongarse más allá del momento en que resulte aplicable un nuevo convenio en dicha empresa. El acuerdo de inaplicación no podrá dar lugar al incumplimiento de las obligaciones establecidas en convenio relativas a la eliminación de las discriminaciones por razones de género o de las que estuvieran previstas, en su caso, en el plan de igualdad aplicable en la empresa. Asimismo, el acuerdo deberá ser notificado a la comisión paritaria del convenio colectivo.
",822,840
servicio para los contratos,"Ocho días de salario por cada año de servicio para los contratos temporales celebrados hasta el 31 de diciembre de 2011.
",37,64
desarrollo reglamentario,"Asimismo serán objeto de desarrollo reglamentario los aspectos relacionados con la financiación de la actividad formativa.
",25,49
duración del permiso,"4. En los supuestos de nacimiento, adopción, guarda con fines de adopción o acogimiento, de acuerdo con el artículo 45.1.d), las personas trabajadoras tendrán derecho a una hora de ausencia del trabajo, que podrán dividir en dos fracciones, para el cuidado del lactante hasta que este cumpla nueve meses. La duración del permiso se incrementará proporcionalmente en los casos de nacimiento, adopción, guarda con fines de adopción o acogimiento múltiples.
",308,328
fehaciente,"La comisión representativa de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de inicio del procedimiento de consultas. A estos efectos, la dirección de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento. El plazo máximo para la constitución de la comisión representativa será de siete días desde la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días.
",236,246
convenios colectivos regulados,"6. La modificación de las condiciones de trabajo establecidas en los convenios colectivos regulados en el título III deberá realizarse conforme a lo establecido en el artículo 82.3.
",69,99
varios centros,"Dicho periodo de consultas deberá versar sobre las causas motivadoras de la decisión empresarial y la posibilidad de evitar o reducir sus efectos, así como sobre las medidas necesarias para atenuar sus consecuencias para los trabajadores afectados. La consulta se llevará a cabo en una única comisión negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. La comisión negociadora estará integrada por un máximo de trece miembros en representación de cada una de las partes.
",334,348
derechos de representación colectiva,"5. Los trabajadores a distancia podrán ejercer los derechos de representación colectiva conforme a lo previsto en esta ley. A estos efectos dichos trabajadores deberán estar adscritos a un centro de trabajo concreto de la empresa.
",51,87
trabajadores a distancia,"3. Los trabajadores a distancia tendrán los mismos derechos que los que prestan sus servicios en el centro de trabajo de la empresa, salvo aquellos que sean inherentes a la realización de la prestación laboral en el mismo de manera presencial. En especial, el trabajador a distancia tendrá derecho a percibir, como mínimo, la retribución total establecida conforme a su grupo profesional y funciones.
",7,31
jubilación parcial,"6. Para que el trabajador pueda acceder a la jubilación parcial, en los términos establecidos en el texto refundido de la Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una reducción de jornada y de salario de entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente. También se podrá concertar el contrato de relevo para sustituir a los trabajadores que se jubilen parcialmente después de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social.
",45,63
contrato individual,"1. El trabajador, en función del trabajo desarrollado, podrá tener derecho a una promoción económica en los términos fijados en convenio colectivo o contrato individual.
",149,168
periodos de tiempo inferiores a un año,"Notificada la decisión de traslado, el trabajador tendrá derecho a optar entre el traslado, percibiendo una compensación por gastos, o la extinción de su contrato, percibiendo una indemnización de veinte días de salario por año de servicio, prorrateándose por meses los periodos de tiempo inferiores a un año y con un máximo de doce mensualidades. La compensación a que se refiere el primer supuesto comprenderá tanto los gastos propios como los de los familiares a su cargo, en los términos que se convengan entre las partes, y nunca será inferior a los límites mínimos establecidos en los convenios colectivos.
",270,308
falta de constitución,"Transcurrido el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar el inicio del periodo de consultas a los representantes de los trabajadores. La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración.
",204,225
dirección de la empresa en el procedimiento de consultas,"La intervención como interlocutores ante la dirección de la empresa en el procedimiento de consultas corresponderá a los sujetos indicados en el artículo 41.4, en el orden y condiciones señalados en el mismo.
",44,100
apertura del periodo,"La apertura del periodo de consultas y las posiciones de las partes tras su conclusión deberán ser notificadas a la autoridad laboral para su conocimiento.
",3,23
capacidad representativa,"7. Corresponde a la oficina pública dependiente de la autoridad laboral el registro de las actas, así como la expedición de copias auténticas de las mismas y, a requerimiento del sindicato interesado, de las certificaciones acreditativas de su capacidad representativa a los efectos de los artículos 6 y 7 de la Ley Orgánica 11/1985, de 2 de agosto, de Libertad Sindical. Dichas certificaciones consignarán si el sindicato tiene o no la condición de más representativo o representativo, salvo que el ejercicio de las funciones o facultades correspondientes requiera la precisión de la concreta representatividad ostentada. Asimismo, y a los efectos que procedan, la oficina pública dependiente de la autoridad laboral podrá extender certificaciones de los resultados electorales a las organizaciones sindicales que las soliciten.
",244,268
convenio colectivo de ámbito sectorial,"a) El puesto de trabajo deberá permitir la obtención de la práctica profesional adecuada al nivel de estudios o de formación cursados. Mediante convenio colectivo de ámbito sectorial estatal o, en su defecto, en los convenios colectivos sectoriales de ámbito inferior, se podrán determinar los puestos de trabajo o grupos profesionales objeto de este contrato.
",144,182
año de servicio para los contratos,"Ocho días de salario por cada año de servicio para los contratos temporales celebrados hasta el 31 de diciembre de 2011.
",30,64
periodo de consultas con los representantes,"2. El traslado a que se refiere el apartado anterior deberá ir precedido de un periodo de consultas con los representantes legales de los trabajadores de una duración no superior a quince días, cuando afecte a la totalidad del centro de trabajo, siempre que este ocupe a más de cinco trabajadores, o cuando, sin afectar a la totalidad del centro de trabajo, en un periodo de noventa días comprenda a un número de trabajadores de, al menos:
",79,122
pacto de horas complementarias,"b) Solo se podrá formalizar un pacto de horas complementarias en el caso de contratos a tiempo parcial con una jornada de trabajo no inferior a diez horas semanales en cómputo anual.
",31,61
cálculo de la indemnización,"No obstante, la no concesión del preaviso o el error excusable en el cálculo de la indemnización no determinará la improcedencia del despido, sin perjuicio de la obligación del empresario de abonar los salarios correspondientes a dicho periodo o al pago de la indemnización en la cuantía correcta, con independencia de los demás efectos que procedan.
",69,96
planes de igualdad,"5. El establecimiento de planes de igualdad en las empresas se ajustará a lo dispuesto en esta ley y en la Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres.
",25,43
año de servicio para los contratos temporales,"Ocho días de salario por cada año de servicio para los contratos temporales celebrados hasta el 31 de diciembre de 2011.
",30,75
acogimiento,"Las situaciones de incapacidad temporal, nacimiento, adopción, guarda con fines de adopción, acogimiento, riesgo durante el embarazo, riesgo durante la lactancia y violencia de género interrumpirán el cómputo de la duración del contrato.
",93,104
actas electorales,"6. El original del acta, junto con las papeletas de votos nulos o impugnados por los interventores y el acta de constitución de la mesa, serán presentadas en el plazo de tres días a la oficina pública dependiente de la autoridad laboral por el presidente de la mesa, quien podrá delegar por escrito en algún miembro de la mesa. La oficina pública dependiente de la autoridad laboral procederá en el inmediato día hábil a la publicación en los tablones de anuncios de una copia del acta, entregando copia a los sindicatos que así se lo soliciten y dará traslado a la empresa de la presentación en dicha oficina pública del acta correspondiente al proceso electoral que ha tenido lugar en aquella, con indicación de la fecha en que finaliza el plazo para impugnarla y mantendrá el depósito de las papeletas hasta cumplirse los plazos de impugnación. La oficina pública dependiente de la autoridad laboral, transcurridos los diez días hábiles desde la publicación, procederá o no al registro de las actas electorales.
",996,1013
sustitución del periodo de consultas,"El empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del periodo de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo.
",93,129
finalización del periodo de consultas,"Tras la finalización del periodo de consultas el empresario notificará a los trabajadores su decisión sobre el traslado, que se regirá a todos los efectos por lo dispuesto en el apartado 1.
",8,45
falta de constitución de la comisión representativa,"Transcurrido el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar el inicio del periodo de consultas a los representantes de los trabajadores. La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración.
",204,255
procedimiento de despido colectivo,"La comisión representativa de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de apertura del periodo de consultas. A estos efectos, la dirección de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento de despido colectivo. El plazo máximo para la constitución de la comisión representativa será de siete días desde la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días.
",312,346
unidad productiva,"5. A efectos de esta ley se considera centro de trabajo la unidad productiva con organización específica, que sea dada de alta, como tal, ante la autoridad laboral.
",59,76
doble del salario,"1. Los créditos salariales por los últimos treinta días de trabajo y en cuantía que no supere el doble del salario mínimo interprofesional gozarán de preferencia sobre cualquier otro crédito, aunque este se encuentre garantizado por prenda o hipoteca.
",97,114
colectivo de aplicación,"A efectos de lo dispuesto en el párrafo anterior, se entenderá por «trabajador a tiempo completo comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de contrato de trabajo y que realice un trabajo idéntico o similar. Si en la empresa no hubiera ningún trabajador comparable a tiempo completo, se considerará la jornada a tiempo completo prevista en el convenio colectivo de aplicación o, en su defecto, la jornada máxima legal.
",414,437
carácter previo a la comunicación empresarial,"La comisión representativa de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de inicio del procedimiento de consultas. A estos efectos, la dirección de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento. El plazo máximo para la constitución de la comisión representativa será de siete días desde la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días.
",77,122
trimestres consecutivos,"Se entiende que concurren causas económicas cuando de los resultados de la empresa se desprenda una situación económica negativa, en casos tales como la existencia de pérdidas actuales o previstas, o la disminución persistente de su nivel de ingresos ordinarios o ventas. En todo caso, se entenderá que la disminución es persistente si durante dos trimestres consecutivos el nivel de ingresos ordinarios o ventas de cada trimestre es inferior al registrado en el mismo trimestre del año anterior.
",348,371
acuerdos interprofesionales de ámbito estatal,"En caso de desacuerdo durante el periodo de consultas cualquiera de las partes podrá someter la discrepancia a la comisión del convenio, que dispondrá de un plazo máximo de siete días para pronunciarse, a contar desde que la discrepancia le fuera planteada. Cuando no se hubiera solicitado la intervención de la comisión o esta no hubiera alcanzado un acuerdo, las partes deberán recurrir a los procedimientos que se hayan establecido en los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, para solventar de manera efectiva las discrepancias surgidas en la negociación de los acuerdos a que se refiere este apartado, incluido el compromiso previo de someter las discrepancias a un arbitraje vinculante, en cuyo caso el laudo arbitral tendrá la misma eficacia que los acuerdos en periodo de consultas y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91.
",442,487
transcurso del periodo,"Transcurrido el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar el inicio del periodo de consultas a los representantes de los trabajadores. La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración.
",280,302
suficiente antelación,"8. El cedente vendrá obligado a facilitar la información mencionada en los apartados anteriores con la suficiente antelación, antes de la realización de la transmisión. El cesionario estará obligado a comunicar estas informaciones con la suficiente antelación y, en todo caso, antes de que sus trabajadores se vean afectados en sus condiciones de empleo y de trabajo por la transmisión.
",103,124
métodos de trabajo del personal,"Se entiende que concurren causas técnicas cuando se produzcan cambios, entre otros, en el ámbito de los medios o instrumentos de producción; causas organizativas cuando se produzcan cambios, entre otros, en el ámbito de los sistemas y métodos de trabajo del personal o en el modo de organizar la producción y causas productivas cuando se produzcan cambios, entre otros, en la demanda de los productos o servicios que la empresa pretende colocar en el mercado.
",235,266
subsanación,"En estos supuestos, la oficina pública dependiente de la autoridad laboral requerirá, dentro del siguiente día hábil, al presidente de la mesa electoral para que en el plazo de diez días hábiles proceda a la subsanación correspondiente. Dicho requerimiento será comunicado a los sindicatos que hayan obtenido representación y al resto de las candidaturas. Una vez efectuada la subsanación, esta oficina pública procederá al registro del acta electoral correspondiente. Transcurrido dicho plazo sin que se haya efectuado la subsanación o no realizada esta en forma, la oficina pública dependiente de la autoridad laboral procederá, en el plazo de diez días hábiles, a denegar el registro, comunicándolo a los sindicatos que hayan obtenido representación y al presidente de la mesa. En el caso de que la denegación del registro se deba a la ausencia de comunicación de la promoción electoral a la oficina pública dependiente de la autoridad laboral no cabrá requerimiento de subsanación, por lo que, comprobada la falta por dicha oficina pública, esta procederá sin más trámite a la denegación del registro, comunicándolo al presidente de la mesa electoral, a los sindicatos que hayan obtenido representación y al resto de las candidaturas.
",208,219
duración máxima de la jornada ordinaria,"La duración máxima de la jornada ordinaria de trabajo será de cuarenta horas semanales de trabajo efectivo de promedio en cómputo anual.
",3,42
carácter previo a la comunicación,"La comisión representativa de los trabajadores deberá quedar constituida con carácter previo a la comunicación empresarial de inicio del procedimiento de consultas. A estos efectos, la dirección de la empresa deberá comunicar de manera fehaciente a los trabajadores o a sus representantes su intención de iniciar el procedimiento. El plazo máximo para la constitución de la comisión representativa será de siete días desde la fecha de la referida comunicación, salvo que alguno de los centros de trabajo que vaya a estar afectado por el procedimiento no cuente con representantes legales de los trabajadores, en cuyo caso el plazo será de quince días.
",77,110
jornada máxima,"f) El tiempo de trabajo efectivo, que habrá de ser compatible con el tiempo dedicado a las actividades formativas, no podrá ser superior al setenta y cinco por ciento, durante el primer año, o al ochenta y cinco por ciento, durante el segundo y tercer año, de la jornada máxima prevista en el convenio colectivo o, en su defecto, a la jornada máxima legal. Los trabajadores no podrán realizar horas extraordinarias, salvo en el supuesto previsto en el artículo 35.3. Tampoco podrán realizar trabajos nocturnos ni trabajo a turnos.
",263,277
conformidad de la mayoría de los representantes,"Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados.
",144,191
procedimiento de mediación,"El empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del periodo de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo.
",183,209
aplicación en el ámbito,"El empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del periodo de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo.
",233,256
delegados de personal y miembros,"1. Podrán promover elecciones a delegados de personal y miembros de comités de empresa las organizaciones sindicales más representativas, las que cuenten con un mínimo de un diez por ciento de representantes en la empresa o los trabajadores del centro de trabajo por acuerdo mayoritario. Los sindicatos con capacidad de promoción de elecciones tendrán derecho a acceder a los registros de las Administraciones Públicas que contengan datos relativos a la inscripción de empresas y altas de trabajadores, en la medida necesaria para llevar a cabo tal promoción en sus respectivos ámbitos.
",32,64
periodo de referencia,"b) Cuando las circunstancias del mercado, acumulación de tareas o exceso de pedidos así lo exigieran, aun tratándose de la actividad normal de la empresa. En tales casos, los contratos podrán tener una duración máxima de seis meses, dentro de un periodo de doce meses, contados a partir del momento en que se produzcan dichas causas. Por convenio colectivo de ámbito sectorial estatal o, en su defecto, por convenio colectivo sectorial de ámbito inferior, podrá modificarse la duración máxima de estos contratos y el periodo dentro del cual se puedan realizar en atención al carácter estacional de la actividad en que dichas circunstancias se puedan producir. En tal supuesto, el periodo máximo dentro del cual se podrán realizar será de dieciocho meses, no pudiendo superar la duración del contrato las tres cuartas partes del periodo de referencia establecido ni, como máximo, doce meses.
",828,849
conformidad de la mayoría,"Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados.
",144,169
gratificaciones extraordinarias,"El trabajador tiene derecho a dos gratificaciones extraordinarias al año, una de ellas con ocasión de las fiestas de Navidad y la otra en el mes que se fije por convenio colectivo o por acuerdo entre el empresario y los representantes legales de los trabajadores. Igualmente se fijará por convenio colectivo la cuantía de tales gratificaciones.
",34,65
dicho plazo,"El periodo en que el trabajador permanezca en situación de excedencia conforme a lo establecido en este artículo será computable a efectos de antigüedad y el trabajador tendrá derecho a la asistencia a cursos de formación profesional, a cuya participación deberá ser convocado por el empresario, especialmente con ocasión de su reincorporación. Durante el primer año tendrá derecho a la reserva de su puesto de trabajo. Transcurrido dicho plazo, la reserva quedará referida a un puesto de trabajo del mismo grupo profesional o categoría equivalente.
",433,444
inicio del periodo,"Transcurrido el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar el inicio del periodo de consultas a los representantes de los trabajadores. La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración.
",127,145
doble del salario mínimo,"1. Los créditos salariales por los últimos treinta días de trabajo y en cuantía que no supere el doble del salario mínimo interprofesional gozarán de preferencia sobre cualquier otro crédito, aunque este se encuentre garantizado por prenda o hipoteca.
",97,121
mayoría de los miembros de la comisión,"Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados.
",241,279
personal de alta dirección,"a) La del personal de alta dirección no incluido en el artículo 1.3.c).
",10,36
edad de jubilación ordinaria,"6. Para que el trabajador pueda acceder a la jubilación parcial, en los términos establecidos en el texto refundido de la Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una reducción de jornada y de salario de entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente. También se podrá concertar el contrato de relevo para sustituir a los trabajadores que se jubilen parcialmente después de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social.
",716,744
miembros de la comisión representativa,"Durante el periodo de consultas, las partes deberán negociar de buena fe, con vistas a la consecución de un acuerdo. Dicho acuerdo requerirá la conformidad de la mayoría de los representantes legales de los trabajadores o, en su caso, de la mayoría de los miembros de la comisión representativa de los trabajadores siempre que, en ambos casos, representen a la mayoría de los trabajadores del centro o centros de trabajo afectados.
",256,294
número inferior,"Cuando, con objeto de eludir las previsiones contenidas en el apartado siguiente, la empresa realice traslados en periodos sucesivos de noventa días en número inferior a los umbrales allí señalados, sin que concurran causas nuevas que justifiquen tal actuación, dichos nuevos traslados se considerarán efectuados en fraude de ley y serán declarados nulos y sin efecto.
",152,167
única comisión negociadora,"Dicho periodo de consultas deberá versar sobre las causas motivadoras de la decisión empresarial y la posibilidad de evitar o reducir sus efectos, así como sobre las medidas necesarias para atenuar sus consecuencias para los trabajadores afectados. La consulta se llevará a cabo en una única comisión negociadora, si bien, de existir varios centros de trabajo, quedará circunscrita a los centros afectados por el procedimiento. La comisión negociadora estará integrada por un máximo de trece miembros en representación de cada una de las partes.
",286,312
aplicación en el ámbito de la empresa,"El empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del periodo de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo.
",233,270
Consideración de víctimas,"Disposición adicional decimocuarta. Consideración de víctimas del terrorismo a efectos laborales.
",36,61
transcurso del periodo de consultas,"Transcurrido el plazo máximo para la constitución de la comisión representativa, la dirección de la empresa podrá comunicar el inicio del periodo de consultas a los representantes de los trabajadores. La falta de constitución de la comisión representativa no impedirá el inicio y transcurso del periodo de consultas, y su constitución con posterioridad al inicio del mismo no comportará, en ningún caso, la ampliación de su duración.
",280,315
plazo máximo señalado para dicho,"El empresario y la representación de los trabajadores podrán acordar en cualquier momento la sustitución del periodo de consultas a que se refiere este apartado por la aplicación del procedimiento de mediación o arbitraje que sea de aplicación en el ámbito de la empresa, que deberá desarrollarse dentro del plazo máximo señalado para dicho periodo.
",308,340
acuerdos interprofesionales de ámbito,"En caso de desacuerdo durante el periodo de consultas cualquiera de las partes podrá someter la discrepancia a la comisión del convenio, que dispondrá de un plazo máximo de siete días para pronunciarse, a contar desde que la discrepancia le fuera planteada. Cuando no se hubiera solicitado la intervención de la comisión o esta no hubiera alcanzado un acuerdo, las partes deberán recurrir a los procedimientos que se hayan establecido en los acuerdos interprofesionales de ámbito estatal o autonómico, previstos en el artículo 83, para solventar de manera efectiva las discrepancias surgidas en la negociación de los acuerdos a que se refiere este apartado, incluido el compromiso previo de someter las discrepancias a un arbitraje vinculante, en cuyo caso el laudo arbitral tendrá la misma eficacia que los acuerdos en periodo de consultas y solo será recurrible conforme al procedimiento y en base a los motivos establecidos en el artículo 91.
",442,479
institución de garantía,"Cuando, de acuerdo con los términos establecidos en este apartado, la protección de los créditos impagados corresponda al Fondo de Garantía Salarial, este solicitará información de la institución de garantía del Estado miembro en el que se tramite el procedimiento colectivo de insolvencia sobre los créditos pendientes de pago de los trabajadores y sobre los satisfechos por dicha institución de garantía y pedirá su colaboración para garantizar que las cantidades abonadas a los trabajadores sean tenidas en cuenta en el procedimiento, así como para conseguir el reembolso de dichas cantidades.
",184,207
